x,y,z
3,5.13E+14,1.71E+15
3,5.14E+14,1.70E+15
3,5.15E+14,1.68E+15
3,5.16E+14,1.67E+15
3,5.17E+14,1.65E+15
3,5.18E+14,1.63E+15
3,5.18E+14,1.62E+15
3,5.19E+14,1.61E+15
3,5.20E+14,1.59E+15
3,5.21E+14,1.58E+15
3,5.22E+14,1.56E+15
3,5.22E+14,1.55E+15
3,5.23E+14,1.53E+15
3,5.24E+14,1.52E+15
3,5.25E+14,1.51E+15
3,5.25E+14,1.49E+15
3,5.26E+14,1.48E+15
3,5.27E+14,1.46E+15
3,5.28E+14,1.45E+15
3,5.28E+14,1.44E+15
3,5.29E+14,1.42E+15
3,5.30E+14,1.41E+15
3,5.31E+14,1.40E+15
3,5.31E+14,1.39E+15
3,5.32E+14,1.37E+15
3,5.33E+14,1.36E+15
3,5.33E+14,1.35E+15
3,5.34E+14,1.33E+15
3,5.35E+14,1.32E+15
3,5.35E+14,1.31E+15
3,5.36E+14,1.30E+15
3,5.37E+14,1.29E+15
3,5.37E+14,1.27E+15
3,5.38E+14,1.26E+15
3,5.38E+14,1.25E+15
3,5.39E+14,1.24E+15
3,5.40E+14,1.23E+15
3,5.40E+14,1.21E+15
3,5.41E+14,1.20E+15
3,5.42E+14,1.19E+15
3,5.42E+14,1.18E+15
3,5.43E+14,1.17E+15
3,5.43E+14,1.16E+15
3,5.44E+14,1.15E+15
3,5.44E+14,1.14E+15
3,5.45E+14,1.12E+15
3,5.46E+14,1.11E+15
3,5.46E+14,1.10E+15
3,5.47E+14,1.09E+15
3,5.47E+14,1.08E+15
3,5.48E+14,1.07E+15
3,5.48E+14,1.06E+15
3,5.49E+14,1.05E+15
3,5.49E+14,1.04E+15
3,5.50E+14,1.03E+15
3,5.50E+14,1.02E+15
3,5.51E+14,1.01E+15
3,5.51E+14,1.00E+15
3,5.52E+14,9.90E+14
3,5.52E+14,9.81E+14
3,5.53E+14,9.71E+14
3,5.53E+14,9.61E+14
3,5.54E+14,9.52E+14
3,5.54E+14,9.42E+14
3,5.55E+14,9.33E+14
3,5.55E+14,9.23E+14
3,5.56E+14,9.14E+14
3,5.56E+14,9.05E+14
3,5.57E+14,8.96E+14
3,5.57E+14,8.87E+14
3,5.57E+14,8.78E+14
3,5.58E+14,8.69E+14
3,5.58E+14,8.60E+14
3,5.59E+14,8.51E+14
3,5.59E+14,8.43E+14
3,5.60E+14,8.34E+14
3,5.60E+14,8.25E+14
3,5.60E+14,8.17E+14
3,5.61E+14,8.09E+14
3,5.61E+14,8.00E+14
3,5.62E+14,7.92E+14
3,5.62E+14,7.84E+14
3,5.62E+14,7.76E+14
3,5.63E+14,7.68E+14
3,5.63E+14,7.60E+14
3,5.64E+14,7.52E+14
3,5.64E+14,7.44E+14
3,5.64E+14,7.36E+14
3,5.65E+14,7.29E+14
3,5.65E+14,7.21E+14
3,5.65E+14,7.13E+14
3,5.66E+14,7.06E+14
3,5.66E+14,6.98E+14
3,5.66E+14,6.91E+14
3,5.67E+14,6.84E+14
3,5.67E+14,6.77E+14
3,5.67E+14,6.69E+14
3,5.68E+14,6.62E+14
3,5.68E+14,6.55E+14
3,5.68E+14,6.48E+14
3,5.69E+14,6.41E+14
3,5.69E+14,6.35E+14
3,5.69E+14,6.28E+14
3,5.70E+14,6.21E+14
3,5.70E+14,6.14E+14
3,5.70E+14,6.08E+14
3,5.71E+14,6.01E+14
3,5.71E+14,5.95E+14
3,5.71E+14,5.89E+14
3,5.72E+14,5.82E+14
3,5.72E+14,5.76E+14
3,5.72E+14,5.70E+14
3,5.72E+14,5.64E+14
3,5.73E+14,5.57E+14
3,5.73E+14,5.51E+14
3,5.73E+14,5.45E+14
3,5.74E+14,5.40E+14
3,5.74E+14,5.34E+14
3,5.74E+14,5.28E+14
3,5.74E+14,5.22E+14
3,5.75E+14,5.17E+14
3,5.75E+14,5.11E+14
3,5.75E+14,5.05E+14
3,5.75E+14,5.00E+14
3,5.76E+14,4.94E+14
3,5.76E+14,4.89E+14
3,5.76E+14,4.84E+14
3,5.76E+14,4.78E+14
3,5.77E+14,4.73E+14
3,5.77E+14,4.68E+14
3,5.77E+14,4.63E+14
3,5.77E+14,4.58E+14
3,5.77E+14,4.53E+14
3,5.78E+14,4.48E+14
3,5.78E+14,4.43E+14
3,5.78E+14,4.38E+14
3,5.78E+14,4.33E+14
3,5.79E+14,4.28E+14
3,5.79E+14,4.24E+14
3,5.79E+14,4.19E+14
3,5.79E+14,4.15E+14
3,5.79E+14,4.10E+14
3,5.80E+14,4.05E+14
3,5.80E+14,4.01E+14
3,5.80E+14,3.97E+14
3,5.80E+14,3.92E+14
3,5.80E+14,3.88E+14
3,5.81E+14,3.84E+14
3,5.81E+14,3.79E+14
3,5.81E+14,3.75E+14
3,5.81E+14,3.71E+14
3,5.81E+14,3.67E+14
3,5.82E+14,3.63E+14
3,5.82E+14,3.59E+14
3,5.82E+14,3.55E+14
3,5.82E+14,3.51E+14
3,5.82E+14,3.47E+14
3,5.82E+14,3.43E+14
3,5.83E+14,3.40E+14
3,5.83E+14,3.36E+14
3,5.83E+14,3.32E+14
3,5.83E+14,3.29E+14
3,5.83E+14,3.25E+14
3,5.83E+14,3.21E+14
3,5.84E+14,3.18E+14
3,5.84E+14,3.14E+14
3,5.84E+14,3.11E+14
3,5.84E+14,3.07E+14
3,5.84E+14,3.04E+14
3,5.84E+14,3.01E+14
3,5.84E+14,2.97E+14
3,5.85E+14,2.94E+14
3,5.85E+14,2.91E+14
3,5.85E+14,2.88E+14
3,5.85E+14,2.85E+14
3,5.85E+14,2.81E+14
3,5.85E+14,2.78E+14
3,5.85E+14,2.75E+14
3,5.86E+14,2.72E+14
3,5.86E+14,2.69E+14
3,5.86E+14,2.66E+14
3,5.86E+14,2.64E+14
3,5.86E+14,2.61E+14
3,5.86E+14,2.58E+14
3,5.86E+14,2.55E+14
3,5.87E+14,2.52E+14
3,5.87E+14,2.49E+14
3,5.87E+14,2.47E+14
3,5.87E+14,2.44E+14
3,5.87E+14,2.41E+14
3,5.87E+14,2.39E+14
3,5.87E+14,2.36E+14
3,5.87E+14,2.34E+14
3,5.88E+14,2.31E+14
3,5.88E+14,2.29E+14
3,5.88E+14,2.26E+14
3,5.88E+14,2.24E+14
3,5.88E+14,2.21E+14
3,5.88E+14,2.19E+14
3,5.88E+14,2.17E+14
3,5.88E+14,2.14E+14
3,5.88E+14,2.12E+14
3,5.89E+14,2.10E+14
3,5.89E+14,2.07E+14
3,5.89E+14,2.05E+14
3,5.89E+14,2.03E+14
3,5.89E+14,2.01E+14
3,5.89E+14,1.99E+14
3,5.89E+14,1.97E+14
3,5.89E+14,1.95E+14
3,5.89E+14,1.93E+14
3,5.89E+14,1.90E+14
3,5.89E+14,1.88E+14
3,5.90E+14,1.86E+14
3,5.90E+14,1.84E+14
3,5.90E+14,1.83E+14
3,5.90E+14,1.81E+14
3,5.90E+14,1.79E+14
3,5.90E+14,1.77E+14
3,5.90E+14,1.75E+14
3,5.90E+14,1.73E+14
3,5.90E+14,1.71E+14
3,5.90E+14,1.70E+14
3,5.90E+14,1.68E+14
3,5.91E+14,1.66E+14
3,5.91E+14,1.64E+14
3,5.91E+14,1.63E+14
3,5.91E+14,1.61E+14
3,5.91E+14,1.59E+14
3,5.91E+14,1.58E+14
3,5.91E+14,1.56E+14
3,5.91E+14,1.54E+14
3,5.91E+14,1.53E+14
3,5.91E+14,1.51E+14
3,5.91E+14,1.50E+14
3,5.91E+14,1.48E+14
3,5.91E+14,1.47E+14
3,5.92E+14,1.45E+14
3,5.92E+14,1.44E+14
3,5.92E+14,1.42E+14
3,5.92E+14,1.41E+14
3,5.92E+14,1.39E+14
3,5.92E+14,1.38E+14
3,5.92E+14,1.37E+14
3,5.92E+14,1.35E+14
3,5.92E+14,1.34E+14
3,5.92E+14,1.32E+14
3,5.92E+14,1.31E+14
3,5.92E+14,1.30E+14
3,5.92E+14,1.29E+14
3,5.92E+14,1.27E+14
3,5.93E+14,1.26E+14
3,5.93E+14,1.25E+14
3,5.93E+14,1.24E+14
3,5.93E+14,1.22E+14
3,5.93E+14,1.21E+14
3,5.93E+14,1.20E+14
3,5.93E+14,1.19E+14
3,5.93E+14,1.18E+14
3,5.93E+14,1.16E+14
3,5.93E+14,1.15E+14
3,5.93E+14,1.14E+14
3,5.93E+14,1.13E+14
3,5.93E+14,1.12E+14
3,5.93E+14,1.11E+14
3,5.93E+14,1.10E+14
3,5.93E+14,1.09E+14
3,5.93E+14,1.08E+14
3,5.94E+14,1.07E+14
3,5.94E+14,1.06E+14
3,5.94E+14,1.05E+14
3,5.94E+14,1.04E+14
3,5.94E+14,1.03E+14
3,5.94E+14,1.02E+14
3,5.94E+14,1.01E+14
3,5.94E+14,9.98E+13
3,5.94E+14,9.89E+13
3,5.94E+14,9.80E+13
3,5.94E+14,9.71E+13
3,5.94E+14,9.62E+13
3,5.94E+14,9.53E+13
3,5.94E+14,9.44E+13
3,5.94E+14,9.35E+13
3,5.94E+14,9.27E+13
3,5.94E+14,9.18E+13
3,5.94E+14,9.10E+13
3,5.94E+14,9.01E+13
3,5.94E+14,8.93E+13
3,5.94E+14,8.85E+13
3,5.95E+14,8.77E+13
3,5.95E+14,8.69E+13
3,5.95E+14,8.61E+13
3,5.95E+14,8.53E+13
3,5.95E+14,8.46E+13
3,5.95E+14,8.38E+13
3,5.95E+14,8.31E+13
3,5.95E+14,8.23E+13
3,5.95E+14,8.16E+13
3,5.95E+14,8.09E+13
3,5.95E+14,8.02E+13
3,5.95E+14,7.94E+13
3,5.95E+14,7.87E+13
3,5.95E+14,7.81E+13
3,5.95E+14,7.74E+13
3,5.95E+14,7.67E+13
3,5.95E+14,7.60E+13
3,5.95E+14,7.54E+13
3,5.95E+14,7.47E+13
3,5.95E+14,7.41E+13
3,5.95E+14,7.34E+13
3,5.95E+14,7.28E+13
3,5.95E+14,7.22E+13
3,5.95E+14,7.16E+13
3,5.95E+14,7.10E+13
3,5.96E+14,7.04E+13
3,5.96E+14,6.98E+13
3,5.96E+14,6.92E+13
3,5.96E+14,6.86E+13
3,5.96E+14,6.80E+13
3,5.96E+14,6.75E+13
3,5.96E+14,6.69E+13
3,5.96E+14,6.63E+13
3,5.96E+14,6.58E+13
3,5.96E+14,6.53E+13
3,5.96E+14,6.47E+13
3,5.96E+14,6.42E+13
3,5.96E+14,6.37E+13
3,5.96E+14,6.31E+13
3,5.96E+14,6.26E+13
3,5.96E+14,6.21E+13
3,5.96E+14,6.16E+13
3,5.96E+14,6.11E+13
3,5.96E+14,6.06E+13
3,5.96E+14,6.02E+13
3,5.96E+14,5.97E+13
3,5.96E+14,5.92E+13
3,5.96E+14,5.87E+13
3,5.96E+14,5.83E+13
3,5.96E+14,5.78E+13
3,5.96E+14,5.74E+13
3,5.96E+14,5.69E+13
3,5.96E+14,5.65E+13
3,5.96E+14,5.60E+13
3,5.96E+14,5.56E+13
3,5.96E+14,5.52E+13
3,5.96E+14,5.47E+13
3,5.96E+14,5.43E+13
3,5.97E+14,5.39E+13
3,5.97E+14,5.35E+13
3,5.97E+14,5.31E+13
3,5.97E+14,5.27E+13
3,5.97E+14,5.23E+13
3,5.97E+14,5.19E+13
3,5.97E+14,5.15E+13
3,5.97E+14,5.11E+13
3,5.97E+14,5.07E+13
3,5.97E+14,5.04E+13
3,5.97E+14,5.00E+13
3,5.97E+14,4.96E+13
3,5.97E+14,4.93E+13
3,5.97E+14,4.89E+13
3,5.97E+14,4.85E+13
3,5.97E+14,4.82E+13
3,5.97E+14,4.78E+13
3,5.97E+14,4.75E+13
3,5.97E+14,4.72E+13
3,5.97E+14,4.68E+13
3,5.97E+14,4.65E+13
3,5.97E+14,4.62E+13
3,5.97E+14,4.58E+13
3,5.97E+14,4.55E+13
3,5.97E+14,4.52E+13
3,5.97E+14,4.49E+13
3,5.97E+14,4.45E+13
3,5.97E+14,4.42E+13
3,5.97E+14,4.39E+13
3,5.97E+14,4.36E+13
3,5.97E+14,4.33E+13
3,5.97E+14,4.30E+13
3,5.97E+14,4.27E+13
3,5.97E+14,4.24E+13
3,5.97E+14,4.21E+13
3,5.97E+14,4.19E+13
3,5.97E+14,4.16E+13
3,5.97E+14,4.13E+13
3,5.97E+14,4.10E+13
3,5.97E+14,4.07E+13
3,5.97E+14,4.05E+13
3,5.97E+14,4.02E+13
3,5.97E+14,3.99E+13
3,5.98E+14,3.97E+13
3,5.98E+14,3.94E+13
3,5.98E+14,3.92E+13
3,5.98E+14,3.89E+13
3,5.98E+14,3.86E+13
3,5.98E+14,3.84E+13
3,5.98E+14,3.81E+13
3,5.98E+14,3.79E+13
3,5.98E+14,3.77E+13
3,5.98E+14,3.74E+13
3,5.98E+14,3.72E+13
3,5.98E+14,3.69E+13
3,5.98E+14,3.67E+13
3,5.98E+14,3.65E+13
3,5.98E+14,3.62E+13
3,5.98E+14,3.60E+13
3,5.98E+14,3.58E+13
3,5.98E+14,3.56E+13
3,5.98E+14,3.53E+13
3,5.98E+14,3.51E+13
3,5.98E+14,3.49E+13
3,5.98E+14,3.47E+13
3,5.98E+14,3.45E+13
3,5.98E+14,3.43E+13
3,5.98E+14,3.41E+13
3,5.98E+14,3.39E+13
3,5.98E+14,3.37E+13
3,5.98E+14,3.35E+13
3,5.98E+14,3.33E+13
3,5.98E+14,3.31E+13
3,5.98E+14,3.29E+13
3,5.98E+14,3.27E+13
3,5.98E+14,3.25E+13
3,5.98E+14,3.23E+13
3,5.98E+14,3.21E+13
3,5.98E+14,3.19E+13
3,5.98E+14,3.17E+13
3,5.98E+14,3.15E+13
3,5.98E+14,3.13E+13
3,5.98E+14,3.12E+13
3,5.98E+14,3.10E+13
3,5.98E+14,3.08E+13
3,5.98E+14,3.06E+13
3,5.98E+14,3.05E+13
3,5.98E+14,3.03E+13
3,5.98E+14,3.01E+13
3,5.98E+14,2.99E+13
3,5.98E+14,2.98E+13
3,5.98E+14,2.96E+13
3,5.98E+14,2.94E+13
3,5.98E+14,2.93E+13
3,5.98E+14,2.91E+13
3,5.98E+14,2.90E+13
3,5.98E+14,2.88E+13
3,5.98E+14,2.86E+13
3,5.98E+14,2.85E+13
3,5.98E+14,2.83E+13
3,5.98E+14,2.82E+13
3,5.98E+14,2.80E+13
3,5.98E+14,2.79E+13
3,5.99E+14,2.77E+13
3,5.99E+14,2.76E+13
3,5.99E+14,2.74E+13
3,5.99E+14,2.73E+13
3,5.99E+14,2.71E+13
3,5.99E+14,2.70E+13
3,5.99E+14,2.69E+13
3,5.99E+14,2.67E+13
3,5.99E+14,2.66E+13
3,5.99E+14,2.64E+13
3,5.99E+14,2.63E+13
3,5.99E+14,2.62E+13
3,5.99E+14,2.60E+13
3,5.99E+14,2.59E+13
3,5.99E+14,2.58E+13
3,5.99E+14,2.56E+13
3,5.99E+14,2.55E+13
3,5.99E+14,2.54E+13
3,5.99E+14,2.52E+13
3,5.99E+14,2.51E+13
3,5.99E+14,2.50E+13
3,5.99E+14,2.49E+13
3,5.99E+14,2.47E+13
3,5.99E+14,2.46E+13
3,5.99E+14,2.45E+13
3,5.99E+14,2.44E+13
3,5.99E+14,2.43E+13
3,5.99E+14,2.41E+13
3,5.99E+14,2.40E+13
3,5.99E+14,2.39E+13
3,5.99E+14,2.38E+13
3,5.99E+14,2.37E+13
3,5.99E+14,2.36E+13
3,5.99E+14,2.34E+13
3,5.99E+14,2.33E+13
3,5.99E+14,2.32E+13
3,5.99E+14,2.31E+13
3,5.99E+14,2.30E+13
3,5.99E+14,2.29E+13
3,5.99E+14,2.28E+13
3,5.99E+14,2.27E+13
3,5.99E+14,2.26E+13
3,5.99E+14,2.25E+13
3,5.99E+14,2.24E+13
3,5.99E+14,2.23E+13
3,5.99E+14,2.21E+13
3,5.99E+14,2.20E+13
3,5.99E+14,2.19E+13
3,5.99E+14,2.18E+13
3,5.99E+14,2.17E+13
3,5.99E+14,2.16E+13
3,5.99E+14,2.15E+13
3,5.99E+14,2.15E+13
3,5.99E+14,2.14E+13
3,5.99E+14,2.13E+13
3,5.99E+14,2.12E+13
3,5.99E+14,2.11E+13
3,5.99E+14,2.10E+13
3,5.99E+14,2.09E+13
3,5.99E+14,2.08E+13
3,5.99E+14,2.07E+13
3,5.99E+14,2.06E+13
3,5.99E+14,2.05E+13
3,5.99E+14,2.04E+13
3,5.99E+14,2.03E+13
3,5.99E+14,2.02E+13
3,5.99E+14,2.02E+13
3,5.99E+14,2.01E+13
3,5.99E+14,2.00E+13
3,5.99E+14,1.99E+13
3,5.99E+14,1.98E+13
3,5.99E+14,1.97E+13
3,5.99E+14,1.96E+13
3,5.99E+14,1.96E+13
3,5.99E+14,1.95E+13
3,5.99E+14,1.94E+13
3,5.99E+14,1.93E+13
3,5.99E+14,1.92E+13
3,5.99E+14,1.92E+13
3,5.99E+14,1.91E+13
3,5.99E+14,1.90E+13
3,5.99E+14,1.89E+13
3,5.99E+14,1.88E+13
3,5.99E+14,1.88E+13
3,5.99E+14,1.87E+13
3,5.99E+14,1.86E+13
3,5.99E+14,1.85E+13
3,5.99E+14,1.85E+13
3,5.99E+14,1.84E+13
3,6.00E+14,1.83E+13
3,6.00E+14,1.82E+13
3,6.00E+14,1.82E+13
3,6.00E+14,1.81E+13
3,6.00E+14,1.80E+13
3,6.00E+14,1.79E+13
3,6.00E+14,1.79E+13
3,6.00E+14,1.78E+13
3,6.00E+14,1.77E+13
3,6.00E+14,1.77E+13
3,6.00E+14,1.76E+13
3,6.00E+14,1.75E+13
3,6.00E+14,1.75E+13
3,6.00E+14,1.74E+13
3,6.00E+14,1.73E+13
3,6.00E+14,1.72E+13
3,6.00E+14,1.72E+13
3,6.00E+14,1.71E+13
3,6.00E+14,1.71E+13
3,6.00E+14,1.70E+13
3,6.00E+14,1.69E+13
3,6.00E+14,1.69E+13
3,6.00E+14,1.68E+13
3,6.00E+14,1.67E+13
3,6.00E+14,1.67E+13
3,6.00E+14,1.66E+13
3,6.00E+14,1.65E+13
3,6.00E+14,1.65E+13
3,6.00E+14,1.64E+13
3,6.00E+14,1.64E+13
3,6.00E+14,1.63E+13
3,6.00E+14,1.62E+13
3,6.00E+14,1.62E+13
3,6.00E+14,1.61E+13
3,6.00E+14,1.61E+13
3,6.00E+14,1.60E+13
3,6.00E+14,1.59E+13
3,6.00E+14,1.59E+13
3,6.00E+14,1.58E+13
3,6.00E+14,1.58E+13
3,6.00E+14,1.57E+13
3,6.00E+14,1.56E+13
3,6.00E+14,1.56E+13
3,6.00E+14,1.55E+13
3,6.00E+14,1.55E+13
3,6.00E+14,1.54E+13
3,6.00E+14,1.54E+13
3,6.00E+14,1.53E+13
3,6.00E+14,1.53E+13
3,6.00E+14,1.52E+13
3,6.00E+14,1.52E+13
3,6.00E+14,1.51E+13
3,6.00E+14,1.50E+13
3,6.00E+14,1.50E+13
3,6.00E+14,1.49E+13
3,6.00E+14,1.49E+13
3,6.00E+14,1.48E+13
3,6.00E+14,1.48E+13
3,6.00E+14,1.47E+13
3,6.00E+14,1.47E+13
3,6.00E+14,1.46E+13
3,6.00E+14,1.46E+13
3,6.00E+14,1.45E+13
3,6.00E+14,1.45E+13
3,6.00E+14,1.44E+13
3,6.00E+14,1.44E+13
3,6.00E+14,1.43E+13
3,6.00E+14,1.43E+13
3,6.00E+14,1.42E+13
3,6.00E+14,1.42E+13
3,6.00E+14,1.41E+13
3,6.00E+14,1.41E+13
3,6.00E+14,1.40E+13
3,6.00E+14,1.40E+13
3,6.00E+14,1.40E+13
3,6.00E+14,1.39E+13
3,6.00E+14,1.39E+13
3,6.00E+14,1.38E+13
3,6.00E+14,1.38E+13
3,6.00E+14,1.37E+13
3,6.00E+14,1.37E+13
3,6.00E+14,1.36E+13
3,6.00E+14,1.36E+13
3,6.00E+14,1.35E+13
3,6.00E+14,1.35E+13
3,6.00E+14,1.35E+13
3,6.00E+14,1.34E+13
3,6.00E+14,1.34E+13
3,6.00E+14,1.33E+13
3,6.00E+14,1.33E+13
3,6.00E+14,1.32E+13
3,6.00E+14,1.32E+13
3,6.00E+14,1.32E+13
3,6.00E+14,1.31E+13
3,6.00E+14,1.31E+13
3,6.00E+14,1.30E+13
3,6.00E+14,1.30E+13
3,6.00E+14,1.29E+13
3,6.00E+14,1.29E+13
3,6.00E+14,1.29E+13
